,name,url,category,thc,cbd,rating,flavor&aroms,Top effect,description,feelings,negatives,flavors,help with
29,Northern Lights,https://s3-us-west-2.amazonaws.com/leafly-images/flower-images/northern-lights.png,Indica,18.0,0.0,4.421856978085351,pine,sleepy,"Northern Lights, also known as ""NL,"" is an indica marijuana strain made by crossing Afghani with Thai. Northern Lights produces euphoric effects that settle in firmly throughout the body, relaxing muscles and easing the mind. Consumers say this strain has a pungently sweet and spicy flavor profile that is smooth on the exhale. Medical marijuana patients choose Northern Lights to help relieve symptoms associated with depression, stress, pain and insomnia. Growers say this strain features purple and crystal-coated buds and grows best indoors with a flowering time of 45-50 days.
Northern Lights stands among the most famous strains of all time, a pure indica cherished for its resinous buds, fast flowering, and resilience during growth. This strain has given rise to famous hybrids like Shiva Skunk and Super Silver Haze. Rumor has it that Northern Lights first sprouted near Seattle, Washington, but was propagated out of Holland after 1985 at what is now Sensi Seeds.","sleepy,hungry,relaxed","dry mouth,dry eyes,dizzy","pine,spicy/herbal,earthy","Stress
41% of people say it helps with stress
Anxiety
32% of people say it helps with anxiety
Pain
32% of people say it helps with pain"
30,Green Crack,https://s3-us-west-2.amazonaws.com/leafly-images/flower-images/green-crack.png,Sativa,17.0,0.0,4.301353737492643,mango,energetic,"Green Crack, also known as ""Green Crush"" and ""Mango Crack,"" is a potent sativa marijuana strain made by crossing Skunk #1 with an unknown indica. This strain is beloved by many consumers for its energizing effects. But don’t let the name fool you: this is pure cannabis. Few strains compare to Green Crack’s sharp energy and focus as it induces an invigorating mental buzz that keeps you going throughout the day. With a tangy, fruity flavor redolent of mango, Green Crack is a great daytime strain that may help consumers fight fatigue, stress, and depression. Because the name ""Green Crack"" perpetuates a negative image of cannabis, some people have taken to calling this strain Cush (with a ‘C’) or Green Cush instead.","energetic,focused,talkative","paranoid,anxious,dry eyes","mango,citrus,tropical","Stress
35% of people say it helps with stress
Depression
29% of people say it helps with depression
Anxiety
28% of people say it helps with anxiety"
31,Gushers,https://images.leafly.com/flower-images/defaults/generic/strain-5.png,Hybrid,24.0,0.0,4.560747663551401,tropical,tingly,"Gushers, also known as ""White Gushers,"" is a hybrid marijuana strain and a member of the Cookies family with Gelato #41 and Triangle Kush parents. People who like it are also going to like Runtz and Zkittlez. Gushers is a high-THC, low-CBD cultivar, and has strong, euphoric effects that can initially feel enervating, then sedating. Named for its explosively thick fruit flavor, it's available as flower or extract. Growers of all skill levels and grow it indoors, outdoors, and in greenhouses. Gushers came from a group of growers affiliated with the Cookie Fam on the West Coast in the '10s, but it can be found worldwide. People consume Gushers for pleasure, wellness, and medical symptom management including pain, nausea, and insomnia.","tingly,relaxed,euphoric","headache,dizzy,anxious","tropical,sweet,berry","Anxiety
20% of people say it helps with anxiety
Stress
18% of people say it helps with stress
Depression
16% of people say it helps with depression"
32,MAC,https://images.leafly.com/flower-images/defaults/generic/strain-19.png,Hybrid,22.0,0.0,4.631090487238979,citrus,happy,"MAC, also known as ""Miracle Alien Cookies"" or simply ""Miracle Cookies,"" is a hybrid marijuana strain made by crossing Alien Cookies with Starfighter and Columbian. MAC produces creative effects that are happy and uplifting. This strain features a smooth orange flavor that is balanced out by floral accents on a sweet, earthy finish. Growers say MAC nugs are gorgeous and covered in resin. Medical marijuana patients choose this strain to help relieve symptoms associated with stress and depression.","happy,relaxed,uplifted","dizzy,anxious,dry eyes","citrus,pepper,orange","Stress
21% of people say it helps with stress
Anxiety
21% of people say it helps with anxiety
Depression
18% of people say it helps with depression"
33,Slurricane,https://images.leafly.com/flower-images/defaults/purple/strain-23.png,Indica,20.0,0.0,4.560344827586207,berry,sleepy,"Slurricane is an indica marijuana strain made by crossing Do-Si-Dos with Purple Punch. Slurricane produces relaxing effects that come on slowly. This strain has a sweet flavor profile, with subtle grape and sugary berries. Slurricane is the ideal strain for relaxing after a long day and will likely leave you locked to your sofa. Medical marijuana patients choose this strain to help relieve symptoms associated with insomnia.","sleepy,relaxed,hungry","headache,dry eyes,dizzy","berry,grape,blueberry","Anxiety
22% of people say it helps with anxiety
Stress
13% of people say it helps with stress
Pain
13% of people say it helps with pain"
34,Sundae Driver,https://images.leafly.com/flower-images/defaults/purple/strain-17.png,Hybrid,21.0,0.0,4.594594594594595,grape,giggly,"Sundae Driver, also known as ""Sunday Driver,"" is a hybrid marijuana strain made by crossing FPOG with Grape Pie. The effects of this strain will make you feel balanced, calm, and happy. Sundae Driver has a sweet, mellow and creamy flavor. Growers say this strain comes in light green and purple buds that are drenched in trichomes.","giggly,happy,relaxed","paranoid,dizzy,anxious","grape,vanilla,berry","Anxiety
23% of people say it helps with anxiety
Stress
19% of people say it helps with stress
Depression
18% of people say it helps with depression"
35,Pink Runtz,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-15.png,Hybrid,24.0,0.0,4.583333333333333,strawberry,giggly,"Pink Runtz is a hybrid marijuana strain and a phenotype of the original Runtz, which crosses Zkittlez with Gelato. The hype around this strain has been firmly established - and for good reason. Pink Runtz features an aroma that is sweet and fruity like candy. This strain produces uplifting effects that are known to be long-lasting. Growers say Pink Runtz is distinguished by an extremely dense bud structure with dark green-to-purple hues. ","giggly,happy,talkative","headache,paranoid,dizzy","strawberry,sweet,grapefruit","Anxiety
22% of people say it helps with anxiety
Depression
17% of people say it helps with depression
Stress
16% of people say it helps with stress"
36,Cherry Pie,https://s3-us-west-2.amazonaws.com/leafly-images/flower-images/cherry-pie.jpg,Hybrid,16.0,0.0,4.337745098039216,berry,giggly,"Cherry Pie's parents are Granddaddy Purple and F1 Durb. With buds that are dense and full of orange hairs and a touch of purple, this hybrid strain smells of sweet and sour cherry pie. The effects have been known to come on in minutes and stick around for a couple hours. ","giggly,happy,euphoric","dry eyes,dry mouth,paranoid","berry,sweet,tree fruit","Stress
34% of people say it helps with stress
Depression
27% of people say it helps with depression
Anxiety
26% of people say it helps with anxiety"
37,Gelato #41,https://images.leafly.com/flower-images/defaults/purple/strain-8.png,Hybrid,22.0,0.0,4.625,lavender,relaxed,"Gelato #41 is a hybrid strain that is high in THC and offers a heavy, relaxing body high without clouding the mind. Gelato 41 is made by crossing Sunset Sherbert and Thin Mint Cookies. This strain has buds that grow in an array of colors, from light green to purple, with trichomes that put out a sweet and earthy aroma alongside hints of lavender and pine. New consumers should know that Gelato 41 is potent and the high is best reserved for those looking for a new heavy hitter. This strain comes from the Cookies Family in California. ","relaxed,creative,happy","paranoid,headache,dry mouth","lavender,pepper,tropical","Anxiety
18% of people say it helps with anxiety
Depression
17% of people say it helps with depression
Stress
17% of people say it helps with stress"
38,Gelato #33,https://images.leafly.com/flower-images/defaults/purple/strain-13.png,Hybrid,20.0,0.0,4.595317725752508,citrus,uplifted,"Gelato 33 is a hybrid marijuana strain made by crossing Sunset Sherbet and Thin Mint GSC. Since its birth, a number of phenotypes have been released, all with their own unique attributes. One of them is Gelato #33, a balanced hybrid with compact buds, staying true to its Cookie genetics. Like other Gelato phenotypes, Gelato #33 is covered with fiery orange hairs while its buds can be dark green to purple. With sweet citrus and fruity flavors, Gelato #33 offers an uplifting and energetic high that is perfect for any post-work activity after a long day.","uplifted,happy,euphoric","headache,dizzy,dry eyes","citrus,vanilla,pepper","Anxiety
24% of people say it helps with anxiety
Stress
22% of people say it helps with stress
Depression
17% of people say it helps with depression"
39,Chemdawg,https://images.leafly.com/flower-images/defaults/generic/strain-1.png,Hybrid,18.0,0.0,4.2544080604534,diesel,euphoric,"Chemdawg, sometimes called ""Chemdog,"" is a hybrid marijuana strain that has developed quite the name for itself over the years. Between its mysterious origin, ambiguous genetics, and the plethora of successful crosses the strain has produced, Chemdog has practically secured itself a permanent place in the cannabis hall of fame. The original source of powerhouse strains like Sour Diesel and OG Kush, Chemdawg is known for its distinct, diesel-like aroma. Pungent and sharp, you’ll be able to smell this strain from a mile away. Cannabis newbies be warned: Chemdawg tends to be very potent. Consumers can expect to have a cerebral experience, coupled with a strong heavy-bodied feeling. ","euphoric,uplifted,creative","dry mouth,dry eyes,dizzy","diesel,chemical,pungent","Stress
39% of people say it helps with stress
Anxiety
31% of people say it helps with anxiety
Pain
30% of people say it helps with pain"
